Student ID,Age,Gender,Year,GPA,Brain Dominance,Time Spent on Video (min),Avg Video Score,Video Completion Rate (%),Time Spent on Audio (min),Avg Audio Score,Audio Completion Rate (%),Time Spent on Article (min),Avg Article Score,Article Completion Rate (%),Time Spent on Interactive (min),Avg Interactive Score,Interactive Completion Rate (%),Progress (%),Total Scroll Depth on Articles (%),Visual,Aural,Read/Write,Kinesthetic,Primary VARK
205,18,M,1st,2.55,Right,68,73,49,68,51,39,62,63,50,32,59,44,73,100,28.96,23.65,26.49,20.9,Visual
206,18,F,2nd,2.95,Right,53,57,51,43,55,51,77,72,56,56,61,69,79,82,23,21.38,29.26,26.36,Read/Write
207,19,F,4th,3.71,Balanced,56,48,35,50,41,38,72,77,68,52,55,31,50,55,22.25,20.48,34.83,22.44,Read/Write
208,20,F,4th,3.5,Left,80,62,55,60,61,42,69,71,27,42,59,26,91,82,29.48,24.83,25.82,19.86,Visual
209,22,M,2nd,3.16,Right,73,71,51,56,62,43,47,58,37,52,81,51,55,44,28.3,23.51,20.88,27.31,Visual
210,18,M,4th,2.6,Balanced,46,67,46,30,48,45,62,86,34,38,43,24,77,77,27.88,21.37,32.39,18.35,Read/Write
211,18,F,4th,2.18,Left,63,66,55,53,34,50,40,66,39,58,57,51,74,87,29.16,21,23.64,26.19,Visual
212,20,M,1st,2.08,Balanced,56,63,56,18,46,30,47,54,38,47,46,38,78,55,32.2,17.96,25.79,24.04,Visual
213,21,M,2nd,2.04,Left,58,74,47,61,79,53,44,59,46,68,67,54,64,70,25.36,27.31,21,26.32,Visual
214,21,M,1st,2.25,Balanced,36,56,54,63,69,51,41,68,36,73,57,32,65,39,22.89,28.64,23.31,25.16,Aural
215,18,M,1st,3.94,Balanced,46,71,59,65,45,31,78,81,53,67,63,36,86,99,25.54,19.96,30.58,23.92,Read/Write
216,25,M,4th,2.41,Left,57,77,66,83,67,50,72,76,59,60,63,56,66,49,25.63,25.26,26.39,22.72,Read/Write
217,23,M,4th,2.87,Balanced,57,80,62,39,52,52,50,51,28,57,67,72,83,79,30.08,21.37,19.46,29.1,Visual
218,25,F,3rd,2.55,Balanced,62,52,46,66,53,30,55,57,37,29,49,49,59,45,27.06,25.43,25.64,21.87,Visual
219,18,F,4th,3.51,Left,63,64,46,48,49,23,60,68,53,47,55,38,58,83,28.06,19.68,29.4,22.86,Read/Write
220,24,F,1st,2.67,Left,59,70,42,61,58,66,67,75,43,29,52,41,90,50,25.98,27.32,28.07,18.63,Read/Write
221,21,M,1st,2.01,Left,56,71,45,44,53,55,76,82,49,75,79,54,92,34,23.46,20.34,28.1,28.1,Read/Write
222,20,M,4th,2.82,Balanced,65,77,50,51,61,31,39,55,46,42,50,25,53,45,32.34,24.27,23.53,19.86,Visual
223,23,M,2nd,3.44,Right,72,69,56,52,56,37,60,55,33,68,62,61,72,48,28.88,21.49,21.84,27.79,Visual
224,22,M,1st,2.78,Balanced,55,86,69,65,78,31,65,76,46,70,66,67,50,55,27.25,22.83,24.24,25.68,Visual
225,19,F,3rd,2.04,Right,51,86,58,65,73,58,67,81,62,44,71,42,52,37,25.96,25.57,27.5,20.97,Read/Write
226,22,M,1st,2.1,Left,47,44,39,60,60,38,63,63,42,55,56,36,99,68,21.36,26.28,27.9,24.46,Read/Write
227,21,F,3rd,3.69,Left,53,70,35,40,52,40,61,70,53,78,76,53,64,64,23.54,19.39,26.91,30.16,Visual
228,20,F,3rd,3.03,Left,76,66,65,64,70,45,70,78,58,49,55,47,51,89,27.5,24.3,27.86,20.34,Read/Write
229,23,M,3rd,3.8,Balanced,53,51,41,73,65,57,32,57,30,62,53,45,65,46,23.33,31.2,19.88,25.59,Aural
230,21,M,1st,2.68,Right,78,81,67,54,46,28,33,52,41,22,55,35,56,33,37.76,21.39,21.39,19.45,Visual
231,21,M,2nd,3.21,Balanced,31,54,28,59,70,61,26,43,33,70,72,35,69,86,19.8,32.24,17.58,30.38,Aural
232,25,M,1st,2.6,Balanced,79,70,56,49,47,21,65,80,63,66,76,45,61,92,28.26,16.42,29.04,26.28,Read/Write
233,21,M,3rd,2.81,Right,74,72,29,52,62,28,58,72,44,65,82,41,97,36,25.68,20.99,25.55,27.78,Kinesthetic
234,25,M,4th,3.06,Left,75,71,26,57,50,46,41,64,66,53,53,35,73,38,27.32,23.69,26.85,22.15,Visual
235,21,M,2nd,3.42,Right,51,52,36,65,66,62,55,69,45,46,59,27,97,95,21.86,30.07,26.85,21.21,Aural
236,21,F,1st,2.98,Right,36,47,51,21,48,54,64,69,48,69,55,22,78,63,22.78,21.16,31.05,25.01,Read/Write
237,23,F,4th,3.12,Left,76,60,41,48,66,62,56,45,30,64,56,23,64,33,28.04,28.18,20.78,23.01,Aural
238,24,M,1st,2.29,Balanced,55,69,43,50,64,60,51,44,41,60,77,38,61,56,25.79,26.52,20.45,27.24,Kinesthetic
239,24,F,2nd,2.68,Left,57,72,51,53,54,49,71,74,63,32,59,64,82,99,25.98,22.16,29.63,22.24,Read/Write
240,20,M,4th,2.54,Left,72,74,58,43,44,41,64,76,55,72,65,48,86,66,28.64,17.87,27.6,25.89,Visual
241,22,M,3rd,3.92,Balanced,74,65,59,46,63,43,77,70,56,50,45,44,62,70,28.42,22.38,29.28,19.92,Read/Write
242,20,M,3rd,2.08,Right,55,65,46,50,64,44,67,74,50,35,48,43,63,46,25.9,24.75,29.76,19.6,Read/Write
243,22,M,2nd,3.23,Balanced,39,62,37,71,63,52,48,69,51,22,59,33,94,50,22.98,29.99,27.67,19.36,Aural
244,18,F,1st,2.73,Right,67,53,41,28,54,44,56,59,45,47,62,66,54,65,25.6,20.63,25.74,28.03,Kinesthetic
245,21,M,1st,3.45,Right,49,89,59,81,69,70,68,55,50,49,60,32,63,65,27.58,29.56,23.28,19.59,Aural
246,23,F,3rd,3.93,Balanced,54,64,78,77,79,56,64,76,34,55,62,59,85,68,25.52,27.98,23.41,23.09,Aural
247,19,F,1st,2.68,Left,77,76,59,46,52,46,41,65,44,51,62,66,56,42,30.82,20.95,22.29,25.93,Visual
248,25,M,4th,2.11,Right,57,48,34,43,52,27,48,56,45,58,77,51,68,54,23.01,20.68,24.89,31.42,Kinesthetic
249,19,F,3rd,3.27,Right,84,88,66,67,77,57,50,67,38,66,78,61,58,95,29.63,25.12,19.65,25.6,Visual
250,19,M,1st,2.11,Balanced,49,48,38,52,75,61,57,71,56,60,63,56,96,39,19.57,27.6,26.91,25.92,Aural
251,23,M,1st,3.46,Left,36,51,52,67,84,38,63,80,36,49,56,55,64,98,20.6,28.65,27.16,23.59,Aural
252,24,F,1st,2.27,Left,49,52,44,51,60,52,49,80,54,54,81,63,100,63,20.81,23.46,26.88,28.85,Kinesthetic
253,22,M,1st,2.32,Left,51,48,57,54,73,67,50,67,54,21,70,63,99,64,22.6,28.69,25.41,23.3,Aural
254,20,F,3rd,2.31,Left,56,62,37,62,74,49,59,59,29,38,46,23,86,60,26.05,31.09,24.72,18.14,Aural
255,18,F,2nd,2.03,Left,28,54,52,51,72,67,37,61,61,47,61,38,55,69,21.36,30.07,25.2,23.37,Aural
256,25,M,1st,3.51,Right,31,50,38,88,74,56,43,59,44,38,48,36,71,95,19.89,35.58,24.29,20.23,Aural
257,21,F,1st,2,Right,80,54,57,74,86,49,70,60,41,57,64,39,64,69,25.52,29.02,23.32,22.14,Aural
258,22,M,3rd,2.66,Left,55,60,37,63,65,36,45,63,41,53,62,60,59,77,23.78,25.67,23.5,27.05,Kinesthetic
259,25,F,1st,3.21,Balanced,68,76,56,57,50,41,76,76,61,54,72,35,88,92,27.7,20.25,29.3,22.75,Read/Write
260,19,F,4th,3.35,Balanced,72,71,52,68,80,45,74,79,54,65,73,54,89,31,24.62,24.74,26.28,24.36,Read/Write
261,19,F,4th,2.92,Left,56,56,36,48,67,59,45,78,67,62,46,43,60,52,22.36,26.34,28.98,22.32,Read/Write
262,20,M,4th,2.34,Balanced,41,44,51,49,46,28,72,77,60,54,72,52,52,80,20.76,19.06,32.34,27.84,Read/Write
263,24,F,3rd,3.23,Right,60,61,43,64,69,54,56,57,36,64,62,45,100,68,24.45,27.85,22.28,25.42,Aural
264,23,M,3rd,2.15,Left,69,69,59,41,63,46,36,42,52,63,74,52,97,98,29.39,22.84,19.23,28.54,Visual
265,19,F,4th,2.72,Left,41,57,45,82,85,55,54,58,55,55,50,37,63,53,21.39,33.05,24.6,20.95,Aural
266,25,M,4th,3.94,Right,50,60,45,83,66,61,47,68,38,54,66,53,65,78,22.5,29.83,22.59,25.08,Aural
267,23,F,4th,2.04,Right,35,44,43,60,59,49,66,75,55,64,76,71,91,45,17.48,24.01,28.27,30.23,Kinesthetic
268,22,F,2nd,3.28,Right,56,61,52,59,70,51,77,62,45,80,81,55,58,87,22.53,24.2,24.36,28.92,Kinesthetic
269,18,F,4th,2.78,Balanced,54,53,50,70,73,65,74,77,53,55,71,43,53,37,21.06,28.01,27.69,23.23,Aural
270,21,M,3rd,3.36,Right,74,72,51,50,61,29,64,53,52,51,66,64,68,73,28.66,20.8,24.21,26.33,Visual
271,23,F,2nd,2.05,Right,42,67,50,60,71,36,59,68,51,49,67,57,82,91,23.61,24.83,26.13,25.43,Read/Write
272,23,F,3rd,3.67,Right,46,39,10,61,69,44,63,75,49,58,62,38,63,65,15.52,28.32,30.47,25.68,Read/Write
273,21,M,3rd,3.76,Right,74,74,43,54,73,55,56,72,54,44,74,45,73,55,26.44,25.3,25.26,23.01,Visual
274,23,F,1st,3.97,Balanced,64,83,54,65,53,62,34,49,52,54,43,62,60,42,30.45,26.32,20.15,23.08,Visual
275,23,M,2nd,2.11,Right,64,91,47,54,62,37,51,56,17,46,61,28,50,67,33,24.67,20.27,22.06,Visual
276,18,M,4th,3.53,Balanced,72,74,62,67,62,33,46,57,38,41,46,35,61,55,32.65,25.63,22.45,19.27,Visual
277,25,F,3rd,3.14,Right,45,55,48,50,51,28,47,52,51,47,62,47,89,30,25.34,22.24,25.5,26.92,Kinesthetic
278,22,F,1st,3.83,Left,67,80,66,47,60,52,41,52,58,49,62,32,77,36,31.93,23.85,22.42,21.8,Visual
279,20,F,2nd,2.56,Left,48,56,47,55,64,46,60,50,45,82,73,74,87,64,21.72,23.86,21.98,32.44,Kinesthetic
280,19,M,2nd,3.79,Balanced,33,57,37,71,80,68,66,76,46,43,57,40,97,43,19.11,32.16,27.92,20.81,Aural
281,23,F,4th,3.69,Balanced,43,57,36,48,59,53,64,66,42,60,54,39,82,68,22.15,25.68,27.73,24.44,Read/Write
282,24,F,4th,3.52,Balanced,78,71,52,63,70,55,45,55,55,81,64,53,77,77,27.11,25.5,20.92,26.47,Visual
283,19,F,1st,2.72,Right,63,61,59,59,54,37,35,51,35,60,74,60,51,80,27.93,23.08,18.96,30.04,Kinesthetic
284,21,M,3rd,2.89,Right,35,50,38,57,60,25,68,82,57,60,55,67,79,43,18.97,22,31.82,27.21,Read/Write
285,25,M,4th,2.94,Left,70,66,73,34,54,43,61,73,53,60,86,39,71,30,28.7,18.51,26.25,26.54,Visual
286,23,M,2nd,2.36,Balanced,52,58,65,46,46,51,57,71,54,56,53,38,97,98,26.88,21.9,28.45,22.78,Read/Write
287,20,F,4th,2.07,Balanced,43,42,30,47,53,54,55,70,46,59,55,50,88,40,19.05,25.34,28.69,26.92,Read/Write
288,19,F,1st,2.75,Left,51,56,55,57,54,34,56,66,46,34,44,37,61,89,27.24,24.57,28.64,19.55,Visual
289,19,F,3rd,2.72,Left,46,48,23,52,64,54,74,66,68,63,56,32,53,35,18.37,26.43,31.77,23.43,Read/Write
290,25,F,1st,2.24,Left,36,45,39,38,62,31,37,50,45,77,72,61,55,94,20.17,22.66,22.21,34.96,Kinesthetic
291,21,F,4th,3.45,Balanced,70,88,54,36,39,26,41,42,37,71,78,78,93,47,32.51,15.36,18.05,34.08,Kinesthetic
292,21,F,1st,3.42,Right,57,68,13,54,62,58,57,55,40,57,47,27,86,34,23.9,28.95,25.33,21.81,Aural
293,23,F,3rd,3.74,Left,65,74,56,47,72,61,69,57,51,52,59,39,57,96,27.83,25.84,24.83,21.49,Visual
294,18,F,3rd,3.8,Right,63,89,63,67,77,39,55,69,50,66,59,65,68,71,28.45,24.26,22.91,24.38,Visual
295,24,F,3rd,3.39,Right,71,70,62,58,78,74,49,73,48,51,48,45,87,31,27.71,28.9,23.8,19.59,Visual
296,18,F,1st,3.24,Right,43,53,28,53,52,43,57,55,59,36,54,33,69,53,22.23,25.94,29.71,22.12,Read/Write
297,18,M,3rd,2.85,Balanced,55,50,45,68,68,42,44,61,46,66,75,60,59,89,21.8,26.24,22.41,29.56,Kinesthetic
298,19,F,1st,2.78,Balanced,62,72,57,58,58,30,41,44,48,38,46,34,62,39,32.51,25,22.33,20.16,Visual
299,25,F,1st,2.5,Left,88,83,60,68,68,68,49,57,36,85,90,65,62,41,28.23,24.74,17.57,29.47,Kinesthetic
300,20,F,2nd,2.3,Balanced,43,45,35,50,73,49,35,53,24,61,66,45,95,62,20.97,29.84,19.71,29.48,Aural
301,23,M,4th,2.68,Right,59,75,46,76,68,52,31,61,44,23,60,27,52,45,28.87,30.8,22.02,18.31,Aural
302,25,F,4th,3.64,Right,27,50,35,60,57,53,44,56,48,45,57,53,83,76,19.54,28.71,25.32,26.43,Aural
303,21,F,4th,3.67,Balanced,49,55,37,72,74,47,55,39,45,60,67,50,77,87,21.88,29.89,20.87,27.37,Aural
304,20,F,4th,2.08,Left,44,66,49,67,67,52,61,58,31,59,63,59,74,77,23.79,27.39,22.26,26.56,Aural
305,24,F,4th,3.75,Right,70,84,63,63,52,35,66,65,43,39,78,52,91,87,30.51,20.84,24.37,24.28,Visual
306,25,F,1st,2.66,Right,57,65,46,29,52,37,72,70,70,43,56,48,100,40,26.12,18.64,32.42,22.82,Read/Write
307,22,F,1st,2.05,Right,75,76,55,53,85,67,64,78,42,33,61,46,98,100,27.7,27.94,25.15,19.2,Visual
308,20,F,2nd,3.35,Right,57,54,39,70,80,50,52,63,34,51,53,31,89,37,23.42,31.6,23.7,21.28,Aural
309,24,F,2nd,2.8,Balanced,57,72,50,59,70,53,45,45,47,72,79,54,61,41,25.64,25.94,19.2,29.22,Kinesthetic
310,21,F,1st,2.3,Right,58,64,56,44,57,45,54,47,31,50,65,77,82,35,27.47,22.74,20.35,29.44,Kinesthetic
311,20,F,4th,2.88,Left,47,58,30,27,56,60,54,70,49,75,79,63,79,82,20.42,21.39,25.98,32.2,Kinesthetic
312,20,M,2nd,2.83,Right,50,59,46,58,69,33,94,92,48,69,48,41,76,66,21.93,22.98,33.24,21.85,Read/Write
313,23,M,4th,2.04,Balanced,59,74,54,45,48,35,80,80,52,45,44,50,53,65,28.3,19.25,31.91,20.54,Read/Write
314,21,F,4th,2.14,Left,57,53,47,61,78,32,64,62,51,39,34,35,95,32,25.36,28.61,28.7,17.33,Read/Write
315,22,M,1st,3.87,Balanced,51,51,42,32,49,52,88,78,69,63,72,70,100,43,20.12,18.66,32.61,28.61,Visual
316,22,M,4th,2.92,Left,55,65,44,51,67,34,87,77,47,38,56,31,62,80,25.08,23.55,31.97,19.41,Read/Write
317,19,M,4th,3.66,Right,39,45,26,45,57,58,49,58,59,58,60,26,63,42,19.13,27.4,28.37,25.1,Read/Write
318,21,M,2nd,2.75,Right,56,66,61,73,73,53,41,67,65,64,74,59,56,97,24.25,26.42,23.11,26.22,Aural
319,18,F,4th,3.39,Right,63,64,43,50,54,33,51,57,34,71,72,61,93,61,26.02,21.08,21.89,31.01,Kinesthetic
320,21,F,4th,2.29,Balanced,51,52,41,40,50,27,50,69,49,35,58,47,85,78,25,20.71,29.6,24.69,Read/Write
321,23,F,3rd,3.91,Left,67,55,39,72,70,76,54,68,47,69,63,48,75,62,22.05,29.67,23.57,24.71,Aural
322,18,F,4th,2.08,Right,54,43,36,46,49,41,26,52,40,43,47,40,81,89,25.37,26.23,23.31,25.09,Aural
323,21,F,3rd,3.84,Balanced,76,80,56,47,56,58,40,51,26,68,77,69,80,88,30.13,22.69,16.92,30.26,Kinesthetic
324,24,M,2nd,3.65,Right,31,52,53,65,78,59,37,46,55,43,54,64,74,88,21.49,31.95,21.49,25.08,Aural
325,25,F,2nd,2.62,Right,63,74,52,56,72,69,56,47,44,61,56,45,72,34,27.46,28.41,20.91,23.22,Aural
326,19,M,4th,2.5,Left,33,39,51,85,81,59,43,64,48,50,57,50,74,38,18.37,34.04,23.82,23.77,Aural
327,19,M,4th,3.08,Right,39,58,61,62,70,57,45,62,41,59,62,51,84,61,23.61,28.27,22.46,25.65,Aural
328,25,F,3rd,3.95,Left,54,70,39,63,87,52,45,56,40,49,56,29,87,68,25.54,31.66,21.88,20.92,Aural
329,18,F,1st,2.99,Right,57,63,63,47,55,32,71,78,50,48,62,53,98,96,26.67,19.91,29.41,24.01,Read/Write
330,25,M,2nd,3.03,Left,40,52,51,92,77,44,44,55,30,40,53,30,78,87,23.34,34.74,21.45,20.48,Aural
331,20,F,2nd,3.29,Balanced,66,74,48,36,54,25,60,71,56,59,63,47,98,41,28.49,17.82,28.23,25.46,Visual
332,25,M,2nd,3.45,Left,58,77,36,42,79,61,49,50,54,59,56,58,84,35,25.66,27.19,22.14,25.01,Aural
333,19,M,1st,2.19,Right,62,57,67,38,50,34,64,75,62,68,62,62,62,67,26.2,17.72,28.89,27.18,Read/Write
334,24,F,2nd,3.89,Left,63,73,43,37,63,28,55,72,57,42,44,50,63,85,28.6,20.96,29.25,21.19,Read/Write
335,21,F,4th,3.48,Left,37,55,58,36,53,36,45,51,38,43,55,39,77,49,27.27,23.11,24.46,25.16,Visual
336,19,F,1st,3.85,Right,58,60,50,75,79,52,56,62,47,91,65,65,98,72,22.15,27.38,21.88,28.59,Kinesthetic
337,21,M,3rd,3.68,Left,49,54,61,46,47,44,58,46,52,63,60,50,75,30,26.04,21.84,24.51,27.61,Visual
338,25,M,3rd,2.85,Left,42,52,39,45,81,79,61,58,44,56,71,49,76,81,19.67,30.35,23.86,26.12,Aural
339,22,F,3rd,2.53,Right,54,48,49,62,66,64,52,78,46,74,76,52,66,32,20.61,26.41,24.93,28.05,Kinesthetic
340,19,M,3rd,3.71,Balanced,76,79,41,56,63,66,62,82,66,62,84,64,82,45,24.6,22.8,26.26,26.34,Kinesthetic
341,21,M,2nd,3.2,Right,57,65,74,53,70,34,55,51,37,69,89,55,67,47,27.19,22.52,19.98,30.31,Kinesthetic
342,25,F,4th,3.9,Left,57,59,53,71,76,49,49,52,44,61,76,61,75,65,23.71,27.82,20.4,28.07,Visual
343,24,F,2nd,3.18,Left,52,59,77,49,56,22,79,77,57,51,73,35,64,77,26.78,18.79,30.78,23.65,Read/Write
344,21,F,1st,3.65,Left,58,68,62,54,74,40,61,71,34,47,54,32,93,59,28.32,25.9,25.49,20.3,Visual
345,24,F,4th,2.08,Right,31,57,36,71,63,60,24,45,44,54,48,31,97,92,22.52,33.86,20.16,23.46,Aural
346,22,F,2nd,2.9,Right,58,74,52,65,56,48,29,51,34,40,53,47,98,44,30.46,27.4,19.12,23.02,Visual
347,25,M,2nd,3.06,Balanced,46,64,45,51,57,49,59,61,40,81,71,51,72,81,23.22,23.18,23.75,29.85,Kinesthetic
348,18,M,3rd,2.31,Balanced,53,62,36,53,61,37,68,72,55,55,70,49,74,90,22.61,22.56,28.84,25.99,Visual
349,24,F,1st,2.51,Balanced,43,55,34,52,59,62,51,65,65,60,72,60,54,91,19.74,25.3,26.61,28.36,Kinesthetic
350,19,M,4th,2.28,Balanced,62,62,51,71,56,62,55,78,50,47,66,41,65,98,24.82,26.34,26.51,22.33,Read/Write
351,19,M,2nd,3.19,Right,50,51,29,59,69,50,39,55,34,50,75,51,94,49,21.14,28.91,21.05,28.91,Aural
352,23,M,4th,4,Left,69,72,56,53,68,39,79,77,62,52,56,42,89,68,27.08,22.39,29.86,20.67,Read/Write
353,25,M,4th,3.69,Balanced,50,48,25,44,58,40,60,81,75,31,53,46,70,33,20.12,23.35,35.17,21.37,Read/Write
354,21,M,4th,2.24,Balanced,59,80,57,55,77,66,61,41,25,43,64,50,94,76,29.09,29.22,18.38,23.3,Aural
355,19,M,1st,3.22,Left,63,61,39,61,63,40,45,78,30,75,79,66,99,46,23.1,23.31,22.55,31.04,Kinesthetic
356,25,F,2nd,2.29,Balanced,53,52,23,49,62,54,47,48,55,47,68,44,68,43,21.41,27.36,24.46,26.77,Aural
357,18,M,4th,3.33,Right,47,59,49,54,49,51,53,71,54,43,55,29,70,61,25.24,24.61,29.14,21,Read/Write
358,24,F,4th,3.25,Right,62,64,33,33,57,37,60,71,43,51,70,44,77,31,25.32,20.5,27.75,26.44,Read/Write
359,22,M,1st,2.48,Balanced,48,62,43,52,82,41,62,63,35,38,58,46,55,54,24.18,28.17,25.2,22.46,Visual
360,23,F,2nd,2.13,Right,67,74,62,51,62,47,52,65,58,46,64,54,90,31,28.81,22.86,24.88,23.45,Visual
361,24,M,2nd,3.95,Balanced,44,55,38,53,52,62,47,50,42,76,77,58,75,64,21.22,25.18,21.27,32.33,Kinesthetic
362,19,M,4th,2.62,Balanced,40,47,55,50,74,37,81,72,56,56,58,32,76,57,21.26,25.03,31.42,22.29,Read/Write
363,19,M,2nd,2.89,Left,73,69,46,40,57,47,45,65,57,59,64,49,92,71,27.91,21.56,24.96,25.57,Visual
364,25,F,1st,2.93,Balanced,55,57,37,83,63,56,57,55,44,70,80,51,50,90,21.19,28.12,21.98,28.71,Kinesthetic
365,20,F,3rd,3.91,Left,44,61,32,51,61,62,43,53,30,48,42,38,70,62,24.69,30.49,22.54,22.28,Aural
366,22,F,2nd,3.44,Right,65,57,29,73,71,58,68,86,52,66,70,57,62,68,20.08,26.65,27.72,25.55,Read/Write
367,20,M,4th,2.5,Left,39,53,36,59,62,48,45,55,33,65,65,44,88,88,21.35,27.8,22.18,28.68,Visual
368,25,F,3rd,2.38,Balanced,65,82,60,75,68,51,53,55,29,55,46,30,83,67,31.13,28.79,20.64,19.44,Visual
369,22,F,1st,2.83,Balanced,40,77,61,48,59,44,52,55,33,53,65,57,74,94,27.93,23.4,21.71,26.97,Visual
370,24,F,4th,3.19,Balanced,37,44,34,44,60,31,72,76,44,54,64,61,83,50,18.46,22.07,30.94,28.52,Read/Write
371,19,F,2nd,2.4,Right,53,76,72,45,55,48,62,79,49,49,51,37,60,62,29.66,21.8,28.35,20.18,Visual
372,25,F,2nd,2.25,Balanced,77,74,55,78,65,45,33,59,36,66,77,56,64,43,28.38,25.8,18.17,27.65,Visual
373,21,M,4th,2.09,Right,21,57,47,74,63,54,54,52,30,67,68,40,84,55,20.37,29.99,21.69,27.96,Aural
374,23,M,3rd,2.42,Balanced,75,78,29,58,85,41,42,48,43,42,57,61,90,81,27.8,28.37,19.91,23.92,Aural
375,23,F,4th,2.99,Left,39,53,53,51,49,32,67,71,52,60,78,49,96,95,22.05,20.11,28.97,28.87,Read/Write
376,24,M,2nd,3.88,Balanced,62,59,35,34,54,26,50,52,61,54,71,48,70,73,25.66,19.28,26.34,28.72,Kinesthetic
377,18,F,3rd,2.05,Balanced,53,45,6,63,74,45,66,61,61,76,76,54,58,69,15.55,27,27.22,30.23,Kinesthetic
378,25,F,4th,2.87,Left,72,80,37,41,71,40,78,72,67,69,67,60,80,67,25.35,20.65,28.33,25.67,Read/Write
379,24,F,2nd,3.4,Right,44,46,44,61,75,35,71,71,49,66,68,65,69,75,19.1,25.07,27.46,28.36,Kinesthetic
380,19,M,3rd,2.19,Right,71,69,66,44,70,52,47,55,45,49,53,42,84,90,30.72,25.4,22.18,21.69,Visual
381,19,M,3rd,2.2,Right,51,71,51,49,58,41,30,53,52,52,39,34,89,55,30.04,25.56,23.32,21.08,Visual
382,22,F,3rd,3.31,Right,52,75,57,55,59,55,39,67,51,81,72,44,67,99,26.19,23.64,22.47,27.69,Kinesthetic
383,22,M,3rd,2.11,Balanced,65,86,42,46,52,52,63,66,51,77,74,48,96,98,27.21,20.54,24.8,27.45,Kinesthetic
384,23,F,4th,2.84,Left,69,54,55,36,57,48,30,43,27,48,58,59,95,59,29.94,24.44,17.46,28.16,Visual
385,20,M,4th,2.57,Left,52,59,50,45,52,41,44,70,48,56,52,35,65,93,26.5,22.79,27.19,23.52,Read/Write
386,21,M,4th,2.46,Right,54,62,42,70,77,44,33,59,38,49,53,48,52,61,25.07,30.4,21,23.53,Aural
387,18,F,3rd,2.88,Balanced,45,51,58,58,79,60,47,49,46,39,62,50,71,80,23.61,30.83,21.86,23.7,Aural
388,18,M,4th,2.78,Left,67,69,56,76,68,43,69,78,69,50,75,57,92,30,24.61,24,27.7,23.69,Read/Write
389,21,F,3rd,3.4,Balanced,60,68,40,50,59,46,55,68,58,49,68,66,88,65,24.61,22.55,26.29,26.55,Kinesthetic
390,22,M,1st,2.69,Balanced,71,79,48,42,54,24,58,77,44,40,51,46,81,82,31.11,19.14,28.39,21.36,Visual
391,19,M,1st,2.13,Balanced,63,45,61,40,55,45,69,67,25,59,80,67,70,53,24.26,20.88,24.18,30.68,Kinesthetic
392,18,F,2nd,3.59,Left,69,72,60,62,53,33,62,69,45,60,77,48,85,31,28.11,20.7,24.86,26.32,Visual
393,24,F,3rd,2.96,Balanced,70,79,44,61,55,60,75,76,55,53,63,45,62,79,26.52,23.5,27.97,22.01,Read/Write
394,19,M,4th,2.1,Balanced,40,61,59,63,48,51,53,47,36,75,64,64,88,78,24.56,24.24,20.65,30.55,Kinesthetic
395,21,M,2nd,2.22,Left,54,52,54,61,51,36,43,61,54,75,81,63,79,81,23.13,21.52,23.26,32.09,Kinesthetic
396,24,F,3rd,3.6,Right,48,54,54,53,59,28,66,73,55,53,75,48,63,50,23.11,21.2,29,26.69,Read/Write
397,20,F,4th,2.3,Balanced,60,79,65,48,65,44,74,71,56,66,87,52,81,94,26.55,20.59,25.89,26.97,Kinesthetic
398,23,M,2nd,3.11,Right,68,50,34,74,79,53,46,69,41,69,61,53,55,38,21.53,29.66,22.85,25.96,Visual
399,25,F,1st,2.46,Left,74,72,53,62,82,76,53,57,58,55,66,62,76,38,25.86,28.68,21.69,23.77,Aural
400,24,M,3rd,2.99,Left,73,76,42,48,64,54,49,77,48,46,48,40,80,36,28.72,24.87,26.5,19.91,Visual
401,20,F,2nd,3.81,Balanced,43,57,37,29,51,44,52,61,42,37,44,24,79,53,26.35,23.82,29.62,20.21,Read/Write
402,20,F,4th,2.28,Balanced,57,59,49,45,70,54,52,60,28,54,67,72,61,46,24.55,25.56,21.27,28.62,Kinesthetic
403,18,F,2nd,2.71,Balanced,66,64,46,79,79,39,64,73,53,47,45,29,80,82,25.59,28.97,27.8,17.64,Visual
404,22,F,4th,3.76,Right,51,59,46,56,68,59,40,41,58,41,56,24,56,36,26.08,30.53,22.66,20.73,Aural
405,19,M,4th,3.76,Left,53,60,40,48,55,56,50,50,39,47,61,44,79,55,25.5,26.14,22.95,25.41,Aural
406,23,F,1st,2.9,Balanced,48,47,40,54,60,46,46,55,32,52,57,47,60,99,22.93,27.4,23.03,26.64,Aural
407,24,F,3rd,3.72,Balanced,41,57,48,51,61,27,62,67,57,42,60,44,83,79,23.62,22.81,29.82,23.76,Read/Write
408,23,M,3rd,3.89,Left,35,60,59,45,49,45,41,47,35,25,49,53,100,86,28.46,25.41,22.68,23.45,Visual
409,22,M,3rd,2.2,Balanced,39,50,28,45,56,32,39,57,31,43,61,36,66,41,22.59,25.63,24.68,27.1,Kinesthetic
410,20,M,1st,3.94,Right,72,75,42,74,73,56,53,51,22,59,56,34,58,37,28.46,30.23,19.02,22.3,Aural
411,25,F,2nd,3.69,Right,42,53,31,60,56,42,44,52,28,50,50,30,60,88,23.62,29.04,23.23,24.11,Aural
